Blacephalon,Base,_S,Special Attacker;Has Speed Control
Zeraora,Base,_S,Physical Attacker;Support;Has Speed Control
Melmetal,Base,_S,Physical Attacker;Needs Speed Control
Cinderace,Base,_S,Physical Attacker;Has Speed Control
Cinderace,Gigantamax,_S,Physical Attacker;Has Speed Control
Coalossal,Gigantamax,_S,Special Attacker;Defensive
Barraskewda,Base,_S,Physical Attacker;Rain weather synergy;Has Speed Control
Glastrier,Base,_S,Physical Attacker;Needs Speed Control
Enamorus,Incarnate Forme,_S,Special Attacker
Meowscarada,Base,_S,Physical Attacker;Has Speed Control
Skeledirge,Base,_S,Special Attacker;Stat Boosting Setup
Espathra,Base,_S,Special Attacker;Stat Boosting Setup;Has Speed Control
Tinkaton,Base,_S,Support;Physical Attacker
Glimmora,Base,_S,Special Attacker;Support
Dondozo,Base,_S,Physical Attacker;Defensive
Clodsire,Base,_S,Defensive;Support
Great Tusk,Base,_S,Physical Attacker;Defensive
Scream Tail,Base,_S,Support;Has Speed Control
Iron Moth,Base,_S,Special Attacker;Stat Boosting Setup
Ting-Lu,Base,_S,Defensive;Support
Pecharunt,Base,_S,Support;Defensive;Has Speed Control
Meganium,Mega,_S,Support;Sun weather synergy;Defensive
Excadrill,Mega,_S,Physical Attacker;Sand weather synergy
Chandelure,Mega,_S,Special Attacker;Stat Boosting Setup
Floette,Eternal Mega Form,_S,Support;Special Attacker
Starmie,Mega,_S,Special Attacker;Has Speed Control
Darkrai,Mega,_S,Special Attacker;Has Speed Control
Charizard,Mega Y,A,Special Attacker;Sun weather setter;Sun weather synergy
Kangaskhan,Mega,A,Physical Attacker
Zapdos,Base,A,Special Attacker;Has Speed Control
Zapdos,Galarian,A,Physical Attacker;Has Speed Control
Scizor,Base,A,Physical Attacker
Hitmontop,Base,A,Support;Physical Attacker
Suicune,Base,A,Support;Defensive;Has Speed Control
Blaziken,Mega,A,Physical Attacker;Stat Boosting Setup
Swampert,Mega,A,Physical Attacker;Rain weather synergy
Ludicolo,Base,A,Support;Special Attacker;Rain weather synergy
Sableye,Base,A,Support
Dusclops,Base,A,Support;Defensive;Needs Speed Control
Latios,Mega,A,Special Attacker;Has Speed Control
Jirachi,Base,A,Support;Has Speed Control
Cherrim,Sunshine Form,A,Support;Sun weather synergy
Gastrodon,Base,A,Defensive;Support
Bronzong,Base,A,Support;Defensive;Needs Speed Control
Lucario,Mega,A,Physical Attacker
Mamoswine,Base,A,Physical Attacker;Snow weather synergy
Victini,Base,A,Physical Attacker;Special Attacker;Has Speed Control;Sun weather synergy
Lilligant,Hisuian,A,Physical Attacker;Sun weather synergy
Terrakion,Base,A,Physical Attacker
Tornadus,Incarnate Forme,A,Support;Has Speed Control
Landorus,Incarnate Forme,A,Physical Attacker;Special Attacker
Genesect,Base,A,Special Attacker;Has Speed Control
Meowstic,Male,A,Support;Has Speed Control
Hawlucha,Base,A,Physical Attacker;Has Speed Control
Goodra,Hisuian,A,Special Attacker;Defensive
Volcanion,Base,A,Special Attacker
Tsareena,Base,A,Physical Attacker;Support
Tapu Bulu,Base,A,Physical Attacker;Support
Corviknight,Base,A,Support;Defensive
Corviknight,Gigantamax,A,Support;Defensive
Coalossal,Base,A,Special Attacker;Defensive
Toxtricity,Gigantamax,A,Special Attacker
Arctozolt,Base,A,Physical Attacker;Snow weather synergy
Duraludon,Gigantamax,A,Special Attacker
Zamazenta,Hero of Many Battles,A,Physical Attacker;Defensive
Basculegion,Male,A,Physical Attacker
Basculegion,Female,A,Special Attacker
Quaquaval,Base,A,Physical Attacker;Stat Boosting Setup;Has Speed Control
Armarouge,Base,A,Special Attacker;Support
Ceruledge,Base,A,Physical Attacker;Stat Boosting Setup
Rabsca,Base,A,Support;Has Speed Control
Houndstone,Base,A,Physical Attacker
Flamigo,Base,A,Physical Attacker;Has Speed Control
Farigiraf,Base,A,Support;Defensive
Slither Wing,Base,A,Physical Attacker;Support
Iron Treads,Base,A,Physical Attacker;Support
Wo-Chien,Base,A,Defensive;Support
Feraligatr,Mega,A,Physical Attacker;Stat Boosting Setup;Rain weather synergy
Delphox,Mega,A,Special Attacker;Has Speed Control
Hawlucha,Mega,A,Physical Attacker;Has Speed Control
Meowstic,Mega,A,Support;Has Speed Control
Raichu,Alolan,A-,Support;Special Attacker;Has Speed Control
Clefairy,Base,A-,Support
Ninetales,Alolan,A-,Support;Snow weather setter;Snow weather synergy;Has Speed Control
Gengar,Mega,A-,Special Attacker;Has Speed Control
Weezing,Galarian,A-,Support;Defensive
Gyarados,Base,A-,Physical Attacker;Stat Boosting Setup;Has Speed Control
Snorlax,Base,A-,Physical Attacker;Defensive;Needs Speed Control
Moltres,Galarian,A-,Special Attacker;Stat Boosting Setup
Mewtwo,Mega Y,A-,Special Attacker;Has Speed Control
Mew,Base,A-,Support;Has Speed Control;Special Attacker
Azumarill,Base,A-,Physical Attacker
Scizor,Mega,A-,Physical Attacker;Defensive
Kingdra,Base,A-,Special Attacker;Rain weather synergy
Smeargle,Base,A-,Support
Blaziken,Base,A-,Physical Attacker;Stat Boosting Setup
Swampert,Base,A-,Physical Attacker;Rain weather synergy
Gardevoir,Mega,A-,Special Attacker;Support
Breloom,Base,A-,Physical Attacker;Support
Medicham,Mega,A-,Physical Attacker
Milotic,Base,A-,Support;Defensive
Latias,Mega,A-,Support;Special Attacker
Latios,Base,A-,Special Attacker;Has Speed Control
Deoxys,Speed,A-,Support;Has Speed Control
Staraptor,Base,A-,Physical Attacker;Has Speed Control
Roserade,Base,A-,Support;Special Attacker
Pachirisu,Base,A-,Support
Cherrim,Base,A-,Support;Sun weather synergy
Lopunny,Mega,A-,Physical Attacker;Has Speed Control
Garchomp,Mega,A-,Physical Attacker
Lucario,Base,A-,Physical Attacker;Special Attacker
Hippowdon,Base,A-,Defensive;Sand weather setter;Sand weather synergy
Toxicroak,Base,A-,Physical Attacker;Rain weather synergy
Weavile,Base,A-,Physical Attacker;Has Speed Control
Rhyperior,Base,A-,Physical Attacker;Needs Speed Control;Sand weather synergy
Gallade,Mega,A-,Physical Attacker
Rotom,Heat,A-,Support;Special Attacker;Sun weather synergy
Giratina,Origin,A-,Special Attacker;Physical Attacker
Shaymin,Sky Forme,A-,Special Attacker;Has Speed Control
Serperior,Base,A-,Special Attacker;Has Speed Control
Samurott,Hisuian,A-,Physical Attacker
Gigalith,Base,A-,Physical Attacker;Sand weather setter;Sand weather synergy
Lilligant,Base,A-,Special Attacker;Sun weather synergy
Krookodile,Base,A-,Physical Attacker
Darmanitan,Standard Mode,A-,Physical Attacker
Cofagrigus,Base,A-,Support;Defensive;Needs Speed Control
Zoroark,Hisuian,A-,Special Attacker;Has Speed Control
Vanilluxe,Base,A-,Special Attacker;Snow weather setter;Snow weather synergy
Escavalier,Base,A-,Physical Attacker;Needs Speed Control
Jellicent,Base,A-,Support;Defensive;Needs Speed Control
Haxorus,Base,A-,Physical Attacker
Mandibuzz,Base,A-,Support;Defensive
Durant,Base,A-,Physical Attacker;Has Speed Control
Kyurem,Base,A-,Special Attacker
Keldeo,Ordinary Forme,A-,Special Attacker
Keldeo,Resolute Forme,A-,Special Attacker
Diggersby,Base,A-,Physical Attacker
Dragalge,Base,A-,Special Attacker;Needs Speed Control
Tyrantrum,Base,A-,Physical Attacker
Goodra,Base,A-,Special Attacker
Noivern,Base,A-,Special Attacker;Has Speed Control
Zygarde,10% Forme,A-,Physical Attacker;Has Speed Control
Diancie,Base,A-,Special Attacker;Support
Decidueye,Hisuian,A-,Physical Attacker
Vikavolt,Base,A-,Special Attacker;Needs Speed Control
Lycanroc,Dusk Form,A-,Physical Attacker;Has Speed Control
Toxapex,Base,A-,Support;Defensive
Araquanid,Base,A-,Physical Attacker;Needs Speed Control
Bewear,Base,A-,Physical Attacker;Needs Speed Control
Palossand,Base,A-,Support;Defensive;Needs Speed Control
Togedemaru,Base,A-,Support;Physical Attacker;Has Speed Control
Nihilego,Base,A-,Special Attacker;Has Speed Control
Xurkitree,Base,A-,Special Attacker;Stat Boosting Setup
Necrozma,Base,A-,Special Attacker
Inteleon,Base,A-,Special Attacker;Has Speed Control
Inteleon,Gigantamax,A-,Special Attacker;Has Speed Control
Toxtricity,Amped Form,A-,Special Attacker
Toxtricity,Low Key Form,A-,Special Attacker
Polteageist,Base,A-,Special Attacker;Stat Boosting Setup
Perrserker,Base,A-,Physical Attacker;Support
Alcremie,Base,A-,Support
Dracozolt,Base,A-,Physical Attacker
Duraludon,Base,A-,Special Attacker
Zarude,Base,A-,Physical Attacker
Zarude,Dada Form,A-,Physical Attacker
Regidrago,Base,A-,Special Attacker
Wyrdeer,Base,A-,Physical Attacker;Support;Needs Speed Control
Kleavor,Base,A-,Physical Attacker
Lokix,Base,A-,Physical Attacker;Has Speed Control
Pawmot,Base,A-,Physical Attacker;Support;Has Speed Control
Maushold,Family of Four,A-,Support;Has Speed Control
Arboliva,Base,A-,Special Attacker;Support;Sun weather synergy
Garganacl,Base,A-,Defensive;Support
Bellibolt,Base,A-,Special Attacker;Support
Kilowattrel,Base,A-,Special Attacker;Has Speed Control
Brambleghast,Base,A-,Physical Attacker;Support
Scovillain,Base,A-,Special Attacker;Sun weather synergy;Stat Boosting Setup
Bombirdier,Base,A-,Physical Attacker;Support
Cyclizar,Base,A-,Support;Physical Attacker;Has Speed Control
Cetitan,Base,A-,Physical Attacker;Snow weather synergy
Veluza,Base,A-,Physical Attacker;Has Speed Control
Tatsugiri,Curly Form,A-,Support
Tatsugiri,Droopy Form,A-,Support
Tatsugiri,Stretchy Form,A-,Support
Brute Bonnet,Base,A-,Physical Attacker;Support
Sandy Shocks,Base,A-,Special Attacker;Has Speed Control
Iron Jugulis,Base,A-,Special Attacker
Iron Thorns,Base,A-,Physical Attacker;Defensive
Okidogi,Base,A-,Physical Attacker;Support
Munkidori,Base,A-,Special Attacker;
Fezandipiti,Base,A-,Support;Has Speed Control
Emboar,Mega,A-,Physical Attacker;Stat Boosting Setup;Needs Speed Control
Chesnaught,Mega,A-,Physical Attacker;Defensive;Support
Scolipede,Mega,A-,Physical Attacker;Has Speed Control
Scrafty,Mega,A-,Physical Attacker;Support;Stat Boosting Setup
Victreebel,Mega,A-,Physical Attacker;Sun weather synergy
Raichu,Mega X,A-,Support;Special Attacker;Has Speed Control
Raichu,Mega Y,A-,Support;Special Attacker;Has Speed Control
Scovillain,Mega,A-,Special Attacker;Sun weather synergy;Stat Boosting Setup
Venusaur,Base,A+,Special Attacker;Stat Boosting Setup;Has Speed Control;Sun weather synergy
Arcanine,Base,A+,Support;Physical Attacker;Has Speed Control
Politoed,Base,A+,Support;Rain weather setter;Rain weather synergy
Tyranitar,Base,A+,Physical Attacker;Sand weather setter;Sand weather synergy
Pelipper,Base,A+,Support;Rain weather setter;Rain weather synergy
Mawile,Mega,A+,Physical Attacker
Salamence,Mega,A+,Physical Attacker;Has Speed Control
Metagross,Base,A+,Physical Attacker;Defensive
Ferrothorn,Base,A+,Defensive;Support
Tornadus,Therian Forme,A+,Support;Has Speed Control
Thundurus,Therian Forme,A+,Special Attacker;Has Speed Control
Zamazenta,Crowned Shield,A+,Physical Attacker;Defensive
Skarmory,Mega,A+,Defensive;Support
Heatran,Mega,A+,Special Attacker;Defensive;Sun weather synergy
Charizard,Mega X,B,Physical Attacker;Stat Boosting Setup
Blastoise,Mega,B,Special Attacker;Stat Boosting Setup
Raichu,Base,B,Support;Has Speed Control
Clefable,Base,B,Support;Special Attacker
Ninetales,Base,B,Support;Sun weather setter;Sun weather synergy
Slowbro,Mega,B,Defensive
Gengar,Base,B,Special Attacker;Has Speed Control
Chansey,Base,B,Support;Defensive
Pinsir,Mega,B,Physical Attacker;Has Speed Control
Tauros,Paldean Blaze,B,Physical Attacker;Sun weather synergy
Tauros,Paldean Aqua,B,Physical Attacker;Rain weather synergy
Typhlosion,Hisuian,B,Special Attacker;Sun weather synergy
Slowking,Galarian,B,Special Attacker;Defensive;Needs Speed Control
Heracross,Mega,B,Physical Attacker
Raikou,Base,B,Special Attacker;Has Speed Control
Celebi,Base,B,Support;Special Attacker
Absol,Mega,B,Physical Attacker
Deoxys,Normal,B,Special Attacker;Has Speed Control
Abomasnow,Base,B,Special Attacker;Snow weather setter;Snow weather synergy
Rotom,Base,B,Support;Special Attacker
Uxie,Base,B,Support;Defensive
Azelf,Base,B,Special Attacker;Has Speed Control
Liepard,Base,B,Support;Has Speed Control
Scolipede,Base,B,Physical Attacker;Has Speed Control
Braviary,Hisuian,B,Special Attacker
Delphox,Base,B,Special Attacker;Has Speed Control
Clawitzer,Base,B,Special Attacker
Oricorio,Pa'u Style,B,Support;Has Speed Control
Oricorio,Sensu Style,B,Support;Has Speed Control
Wishiwashi,School Form,B,Special Attacker;Physical Attacker;Needs Speed Control
Shiinotic,Base,B,Support;Needs Speed Control
Golisopod,Base,B,Physical Attacker
Silvally,Base,B,Physical Attacker;Special Attacker;Support
Drednaw,Gigantamax,B,Physical Attacker;Rain weather synergy
Sandaconda,Gigantamax,B,Physical Attacker;Defensive;Sand weather synergy
Centiskorch,Gigantamax,B,Physical Attacker
Pincurchin,Base,B,Support;Needs Speed Control
Copperajah,Base,B,Physical Attacker
Arctovish,Base,B,Physical Attacker;Snow weather synergy
Calyrex,Base,B,Support
Pyroar,Mega,B,Special Attacker;Sun weather synergy
Nidoking,Base,B-,Special Attacker;Physical Attacker
Alakazam,Mega,B-,Special Attacker;Has Speed Control
Slowbro,Base,B-,Defensive;Has Speed Control
Slowbro,Galarian,B-,Special Attacker;Defensive
Muk,Alolan,B-,Physical Attacker;Defensive
Cloyster,Base,B-,Physical Attacker;Stat Boosting Setup
Marowak,Alolan,B-,Physical Attacker;Sun weather synergy
Scyther,Base,B-,Physical Attacker;Has Speed Control
Tauros,Paldean Combat,B-,Physical Attacker
Lapras,Gigantamax,B-,Special Attacker;Defensive
Aerodactyl,Mega,B-,Physical Attacker;Has Speed Control
Articuno,Galarian,B-,Special Attacker;Has Speed Control
Feraligatr,Base,B-,Physical Attacker;Stat Boosting Setup
Jumpluff,Base,B-,Support;Has Speed Control;Sun weather synergy
Slowking,Base,B-,Special Attacker;Defensive;Needs Speed Control
Heracross,Base,B-,Physical Attacker
Houndoom,Mega,B-,Special Attacker;Sun weather synergy
Blissey,Base,B-,Support;Defensive
Sceptile,Mega,B-,Special Attacker;Has Speed Control
Shiftry,Base,B-,Physical Attacker;Special Attacker;Sun weather synergy
Hariyama,Base,B-,Physical Attacker;Needs Speed Control
Medicham,Base,B-,Physical Attacker
Sharpedo,Mega,B-,Physical Attacker;Has Speed Control
Camerupt,Mega,B-,Special Attacker;Needs Speed Control;Sun weather synergy
Flygon,Base,B-,Physical Attacker
Crawdaunt,Base,B-,Physical Attacker;Needs Speed Control
Registeel,Base,B-,Defensive;Support
Torterra,Base,B-,Physical Attacker;Defensive;Needs Speed Control
Empoleon,Base,B-,Special Attacker;Defensive
Floatzel,Base,B-,Physical Attacker;Rain weather synergy;Has Speed Control
Drifblim,Base,B-,Support;Has Speed Control
Spiritomb,Base,B-,Support;Defensive
Tangrowth,Base,B-,Defensive;Physical Attacker
Porygon-Z,Base,B-,Special Attacker
Froslass,Base,B-,Support;Has Speed Control
Rotom,Frost,B-,Support;Special Attacker;Snow weather synergy
Mesprit,Base,B-,Support;Special Attacker
Shaymin,Land Forme,B-,Support;Special Attacker
Samurott,Base,B-,Physical Attacker
Stoutland,Base,B-,Physical Attacker;Sand weather synergy
Musharna,Base,B-,Support;Defensive;Needs Speed Control
Audino,Mega,B-,Support;Defensive
Basculin,White Stripe,B-,Physical Attacker
Cinccino,Base,B-,Physical Attacker;Has Speed Control
Foongus,Base,B-,Support
Galvantula,Base,B-,Special Attacker;Has Speed Control
Klinklang,Base,B-,Physical Attacker;Stat Boosting Setup
Eelektross,Base,B-,Physical Attacker;Special Attacker
Beartic,Base,B-,Physical Attacker;Snow weather synergy
Stunfisk,Galarian,B-,Defensive;Support
Golurk,Base,B-,Physical Attacker
Braviary,Base,B-,Physical Attacker
Virizion,Base,B-,Physical Attacker;Support
Chesnaught,Base,B-,Physical Attacker;Defensive;Support
Vivillon,Base,B-,Support;Has Speed Control
Floette,Eternal Flower,B-,Special Attacker
Florges,Red Flower,B-,Support;Special Attacker
Florges,Yellow Flower,B-,Support;Special Attacker
Florges,Orange Flower,B-,Support;Special Attacker
Florges,Blue Flower,B-,Support;Special Attacker
Florges,White Flower,B-,Support;Special Attacker
Pangoro,Base,B-,Physical Attacker
Aromatisse,Base,B-,Support;Needs Speed Control
Slurpuff,Base,B-,Support;Has Speed Control
Barbaracle,Base,B-,Physical Attacker;Stat Boosting Setup
Aurorus,Base,B-,Special Attacker;Snow weather setter;Snow weather synergy
Trevenant,Base,B-,Physical Attacker;Support
Decidueye,Base,B-,Physical Attacker
Oricorio,Baile Style,B-,Support;Has Speed Control
Oricorio,Pom-Pom Style,B-,Support;Has Speed Control
Lurantis,Base,B-,Physical Attacker
Turtonator,Base,B-,Special Attacker;Needs Speed Control
Drampa,Base,B-,Special Attacker;Needs Speed Control
Dhelmise,Base,B-,Physical Attacker;Needs Speed Control
Guzzlord,Base,B-,Special Attacker;Needs Speed Control
Eldegoss,Base,B-,Support;Defensive
Drednaw,Base,B-,Physical Attacker;Rain weather synergy
Boltund,Base,B-,Physical Attacker;Has Speed Control
Flapple,Base,B-,Physical Attacker
Appletun,Base,B-,Special Attacker;Defensive
Sandaconda,Base,B-,Physical Attacker;Defensive;Sand weather synergy
Cramorant,Base,B-,Support;Special Attacker
Centiskorch,Base,B-,Physical Attacker
Obstagoon,Base,B-,Physical Attacker
Cursola,Base,B-,Special Attacker;Needs Speed Control
Sirfetch'd,Base,B-,Physical Attacker
Mr. Rime,Base,B-,Support;Special Attacker;Has Speed Control
Runerigus,Base,B-,Support;Defensive;Needs Speed Control
Falinks,Base,B-,Physical Attacker;Stat Boosting Setup
Frosmoth,Base,B-,Special Attacker;Stat Boosting Setup
Eiscue,Ice Face Form,B-,Physical Attacker
Eiscue,Noice Face Form,B-,Physical Attacker;Has Speed Control
Morpeko,Base,B-,Physical Attacker;Has Speed Control
Dachsbun,Base,B-,Support;Defensive
Klawf,Base,B-,Physical Attacker
Dudunsparce,Three-Segment Form,B-,Physical Attacker;Support
Venusaur,Mega,B+,Special Attacker;Defensive;Stat Boosting Setup;Sun weather synergy
Charizard,Base,B+,Special Attacker;Sun weather synergy;Needs Speed Control
Charizard,Gigantamax,B+,Special Attacker;Sun weather synergy
Arcanine,Hisuian,B+,Physical Attacker;Defensive
Moltres,Base,B+,Special Attacker
Mewtwo,Base,B+,Special Attacker;Has Speed Control
Mewtwo,Mega X,B+,Physical Attacker;Stat Boosting Setup
Crobat,Base,B+,Support;Has Speed Control
Umbreon,Base,B+,Support;Defensive
Entei,Base,B+,Physical Attacker;Sun weather synergy
Lugia,Base,B+,Support;Defensive
Ho-Oh,Base,B+,Physical Attacker;Defensive;Sun weather synergy
Gardevoir,Base,B+,Special Attacker;Support
Manectric,Mega,B+,Special Attacker;Has Speed Control
Altaria,Mega,B+,Physical Attacker;Support
Latias,Base,B+,Support;Special Attacker
Deoxys,Attack,B+,Special Attacker;Physical Attacker;Has Speed Control
Infernape,Base,B+,Physical Attacker;Special Attacker;Has Speed Control
Abomasnow,Mega,B+,Special Attacker;Snow weather setter;Snow weather synergy
Magnezone,Base,B+,Special Attacker
Gliscor,Base,B+,Defensive;Physical Attacker
Gallade,Base,B+,Physical Attacker
Rotom,Mow,B+,Support;Special Attacker
Giratina,Altered,B+,Defensive;Support
Manaphy,Base,B+,Special Attacker;Rain weather synergy
Darkrai,Base,B+,Special Attacker;Has Speed Control
Seismitoad,Base,B+,Physical Attacker;Rain weather synergy
Cottonee,Base,B+,Support;Has Speed Control
Darmanitan,Galarian Zen Mode,B+,Physical Attacker
Archeops,Base,B+,Physical Attacker;Has Speed Control
Zoroark,Base,B+,Special Attacker;Has Speed Control
Reuniclus,Base,B+,Special Attacker;Needs Speed Control
Alomomola,Base,B+,Support;Defensive
Cobalion,Base,B+,Support;Physical Attacker;Has Speed Control
Meloetta,Aria Forme,B+,Special Attacker;Support
Meloetta,Pirouette Forme,B+,Physical Attacker;Has Speed Control
Meowstic,Female,B+,Support;Has Speed Control
Heliolisk,Base,B+,Special Attacker;Has Speed Control
Hoopa,Confined,B+,Special Attacker
Lycanroc,Midday Form,B+,Physical Attacker;Has Speed Control
Salazzle,Base,B+,Special Attacker;Has Speed Control
Passimian,Base,B+,Physical Attacker;Support
Buzzwole,Base,B+,Physical Attacker
Orbeetle,Base,B+,Support;Defensive
Orbeetle,Gigantamax,B+,Support;Defensive
Stonjourner,Base,B+,Physical Attacker;Support
Copperajah,Gigantamax,B+,Physical Attacker
Overqwil,Base,B+,Physical Attacker
Maushold,Family of Three,B+,Support;Has Speed Control
Grafaiai,Base,B+,Support;Has Speed Control
Toedscruel,Base,B+,Support;Has Speed Control
